rank,residual_name,freq,cumulative_pct,type,residual_values(top15),cand1_ref,cand1_values,宏基因组相关,合并到(据字典),饼图分类,通用(meta-analysis),reason
207,Replicate,246904,89.1042,freetext/high-card,1(10281) ; 2(8888) ; R00(7208) ; 3(6178) ; Replicate1(2132) ; 4(1814) ; biological replicate 1(1782) ; biological replicate 2(1579) ; biological replicate 3(1360) ; A(1299) ; B(1088) ; 5(1014) ; C(943) ; Replicate 1(736) ; Replicate 2(734),replicate,,,独立键(仅自身),Sequencing,否,
208,anatomical_part,234758,89.1318,categorical,Nasopharynx (NP)(9470) ; Anterior Nares(6336) ; Nasopharynx(1076) ; Oropharynx (OP)(2) ; Placenta(1),host anatomical part,Nasal(38253) ; Nasopharynx (NP)(7652) ; Nasal Cavity(88) ; Oral cavity; Anus(56) ; nasopharynx(17) ; lung(16) ; Intestine(12) ; Anus(10) ; Middle Nasal Turbinate(5) ; Oropharynx (OP)(2) ; Trachea(1),,合并→ host anatomical part,Sample,是,
209,identifier_affiliation,233664,89.1592,freetext/high-card,University of Oxford(2817) ; Independent(2223) ; ROYAL BOTANIC GARDEN EDINBURGH(1539) ; MARINE BIOLOGICAL ASSOCIATION(1241) ; University of Nottingham(546) ; Environment Agency(469) ; NATURAL HISTORY MUSEUM(464) ; SANGER INSTITUTE(436) ; ROYAL BOTANIC GARDENS KEW(433) ; University of Edinburgh(396) ; CCAP(312) ; University of Exeter(258) ; MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION(249) ; NHM(219) ; CEAB-CSIC(212),identifier_affiliation,,,独立键(仅自身),Admin,否,
210,tolid,233383,89.1866,freetext/high-card,xgCorAspe14(40) ; xgCorAspe13(36) ; xgCorAspe10(34) ; bAccGen1(31) ; xgCorAspe8(31) ; xgCorAspe11(30) ; xgCorAspe12(29) ; ddBraNigr1(25) ; ddBraNigr2(25) ; ddBraNigr3(25) ; xgCorAspe15(24) ; wpGlyTrid1(23) ; uoThaRotu1(21) ; piColStei1(21) ; uhDiaLuth1(21),tolid,,,独立键(仅自身),Admin,否,
211,GAL,232540,89.2139,categorical,Sanger Institute(3646) ; University of Oxford(2846) ; Royal Botanic Gardens Kew(2838) ; Natural History Museum(2105) ; Royal Botanic Garden Edinburgh(1773) ; Marine Biological Association(1708) ; Geomar Helmholtz Centre(671) ; Nova Southeastern University(514) ; University of Derby(204) ; Dalhousie University(44) ; Queen Mary University of London(20),GAL,,,独立键(仅自身),Admin,否,
212,GAL_sample_id,231745,89.2412,freetext/high-card,SAN0001347(39) ; SAN0001346(35) ; SAN0001343(33) ; SAN0001365(30) ; SAN3000202(30) ; SAN0001341(30) ; SAN0001344(29) ; SAN0001345(28) ; JoeLopez NSU22601(24) ; KDTOL10230(24) ; KDTOL10231(24) ; KDTOL10232(24) ; SAN0001348(23) ; CCAP1085/20(20) ; CCAP1615/3(20),GAL_sample_id,,,独立键(仅自身),Admin,否,
213,country,228444,89.268,,,geographic location,,,合并→ geographic location,Geography,是,
214,lifestage,227787,89.2947,,adult(23299) ; Adult(3813) ; vegetative structure(2897) ; Missing: Not provided(2661) ; juvenile(1255) ; sporophyte(1192) ; gametophyte(763) ; Infant(644) ; Floweing stage(597) ; child(454) ; BBCH-13(403) ; BBCH-00(387) ; Larvae(348) ; Larva(337) ; offspring(264),life stage,adult(23299) ; Adult(3813) ; vegetative structure(2897) ; Missing: Not provided(2661) ; juvenile(1255) ; sporophyte(1192) ; gametophyte(763) ; Infant(644) ; Floweing stage(597) ; child(454) ; BBCH-13(403) ; BBCH-00(387) ; Larvae(348) ; Larva(337) ; offspring(264),,规范键(其他并入它),Host,是,
215,host_body_product,227187,89.3214,,UBERON:feces(33939) ; stool(27876) ; feces(11818) ; UBERON:sebum(8416) ; Stool(5691) ; UBERON:saliva(5244) ; UBERON:mucus(4269) ; Saliva(3515) ; buccal mucosa(3347) ; rectal(2705) ; saliva(2224) ; vaginal(2211) ; UBERON:lumen of gut(1980) ; UBERON:urine(1899) ; fecal pellet(1777),host body product,UBERON:feces(33939) ; stool(27876) ; feces(11818) ; UBERON:sebum(8416) ; Stool(5691) ; UBERON:saliva(5244) ; UBERON:mucus(4269) ; Saliva(3515) ; buccal mucosa(3347) ; rectal(2705) ; saliva(2224) ; vaginal(2211) ; UBERON:lumen of gut(1980) ; UBERON:urine(1899) ; fecal pellet(1777),,规范键(其他并入它),Sample,是,
216,ww_sample_duration,225405,89.3479,,,wastewater sample duration,,,合并→ wastewater sample duration,Time,是,
217,ww_sample_matrix,225381,89.3743,,,wastewater sample matrix,,,合并→ wastewater sample matrix,Sample,是,
218,ww_sample_type,225381,89.4008,,,wastewater sample type,,,合并→ wastewater sample type,Sample,是,
219,ww_population,225376,89.4273,,,wastewater population,,,合并→ wastewater population,Host,是,
220,food_origin,225259,89.4537,,,food product origin geographic location,,,合并→ food product origin geographic location,Geography,是,
221,ww_surv_target_1,225091,89.4802,,,wastewater surveillance target 1,,,合并→ wastewater surveillance target 1,Diagnostic,否,
222,ww_surv_target_1_known_present,225078,89.5066,,,wastewater surveillance target 1 known present,,,合并→ wastewater surveillance target 1 known present,Diagnostic,否,
223,tmp,224194,89.5329,numeric,1(1407) ; 2(1388) ; 3(1347) ; 4(1246) ; 5(1196) ; 6(1146) ; 7(1064) ; 8(1047) ; 9(1020) ; 10(979) ; 11(954) ; 12(941) ; 13(865) ; 14(854) ; 15(832),tmp,,,独立键(仅自身),Admin,否,
224,env feature,223015,89.5591,,,local-scale environmental context,,,合并→ local-scale environmental context,Environment,是,
225,timepoint,222481,89.5853,,1(11032) ; 0(10057) ; P7(5485) ; 2(5478) ; 48h(4947) ; 4(3931) ; 3(3689) ; KP_30w_ND(3208) ; P1(3194) ; T1(3025) ; E18.5(2852) ; 6h(2570) ; T2(2451) ; P21(2379) ; 24h(2261),timepoint,1(11032) ; 0(10057) ; P7(5485) ; 2(5478) ; 48h(4947) ; 4(3931) ; 3(3689) ; KP_30w_ND(3208) ; P1(3194) ; T1(3025) ; E18.5(2852) ; 6h(2570) ; T2(2451) ; P21(2379) ; 24h(2261),,独立键(仅自身),Time,是,
226,env biome,222398,89.6114,,,broad-scale environmental context,,,合并→ broad-scale environmental context,Environment,是,
227,sample description,221967,89.6374,,"Individual plants were grown in a greenhouse for 2 weeks using Quickpot QP 96 T propagation trays (Hermann Meyer). Two leaf segments (each approximately 3 cm in length and 0.5 to 0.8 cm wide) were placed in a 96-well polypropylene cluster tube (1.2 ml, 8 tube stripe format; Corning) containing one 4 mm glass bead (ROTH). A second glass bead was placed on top, and the tube was closed with 8-cap tube strips (Heinemann Labortechnik). Samples were frozen in liquid nitrogen and stored at -80°C.(21678) ; DNA libraries made by the addition of tailed oligos in a second round of PCR.(6121) ; Exome(4300) ; These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of &gt;3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.(2998) ; genomic DNA from earclips(2100) ; genomic DNA(1566) ; Individual plants were grown in a greenhouse for 2 weeks using Quickpot QP 96 T propagation trays (Hermann Meyer). Two leaf segments (each approximately 3 cm in length and 0.5 to 0.8 cm wide) were placed in a 96-well polypropylene cluster tube (1.2 ml, 8 tube stripe format; Corning) containing one 4 mm glass bead (ROTH). A second glass bead was placed on top, and the tube was closed with 8-cap tube strips (Heinemann Labortechnik). Samples were frozen in liquid nitrogen and stored at -80 degree C.(1034) ; human stool sample(961) ; mRNAseq Nextera library made from RNA extracted from mutant Ba/F3 cells(960) ; DNA from blastocyst(788) ; 16S rRNA gene amplicons(786) ; mRNAseq Nextera library made from G4 ES cell line from a male blastocyst from a C57BL/6Ncr male x 129S6/SvEvTac female(772) ; Bovine(692) ; RNAseq library(672) ; DNA(625)",description,"Individual plants were grown in a greenhouse for 2 weeks using Quickpot QP 96 T propagation trays (Hermann Meyer). Two leaf segments (each approximately 3 cm in length and 0.5 to 0.8 cm wide) were placed in a 96-well polypropylene cluster tube (1.2 ml, 8 tube stripe format; Corning) containing one 4 mm glass bead (ROTH). A second glass bead was placed on top, and the tube was closed with 8-cap tube strips (Heinemann Labortechnik). Samples were frozen in liquid nitrogen and stored at -80°C.(21678) ; DNA libraries made by the addition of tailed oligos in a second round of PCR.(6121) ; Exome(4300) ; These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of &gt;3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details.(2998) ; genomic DNA from earclips(2100) ; genomic DNA(1566) ; Individual plants were grown in a greenhouse for 2 weeks using Quickpot QP 96 T propagation trays (Hermann Meyer). Two leaf segments (each approximately 3 cm in length and 0.5 to 0.8 cm wide) were placed in a 96-well polypropylene cluster tube (1.2 ml, 8 tube stripe format; Corning) containing one 4 mm glass bead (ROTH). A second glass bead was placed on top, and the tube was closed with 8-cap tube strips (Heinemann Labortechnik). Samples were frozen in liquid nitrogen and stored at -80 degree C.(1034) ; human stool sample(961) ; mRNAseq Nextera library made from RNA extracted from mutant Ba/F3 cells(960) ; DNA from blastocyst(788) ; 16S rRNA gene amplicons(786) ; mRNAseq Nextera library made from G4 ES cell line from a male blastocyst from a C57BL/6Ncr male x 129S6/SvEvTac female(772) ; Bovine(692) ; RNAseq library(672) ; DNA(625)",,合并→ description,Admin,否,
228,serotype,219706,89.6632,,O157:H7(10064) ; :H16(5627) ; O26:H11(4867) ; O103:H2(4444) ; O111:H8(3338) ; O13/O135:H14(2270) ; Emm28(2101) ; A(1586) ; O121:H19(1267) ; M89(1226) ; :H7(1081) ; O13:H14(987) ; O145:H28(881) ; 1/2a(847) ; :H2(805),serotype,O157:H7(10064) ; :H16(5627) ; O26:H11(4867) ; O103:H2(4444) ; O111:H8(3338) ; O13/O135:H14(2270) ; Emm28(2101) ; A(1586) ; O121:H19(1267) ; M89(1226) ; :H7(1081) ; O13:H14(987) ; O145:H28(881) ; 1/2a(847) ; :H2(805),,规范键(其他并入它),Sample,是,
229,ploidy,209070,89.6878,,diploid(31761) ; 2(6639) ; Diploid(5109) ; haploid(4950) ; 2n(2598) ; tetraploid(2339) ; 4n(2245) ; Haploid(1331) ; 2x(1191) ; 2N(776) ; 4X(747) ; autohexaploid(693) ; Polyploid(592) ; hexaploid PATO:0001384(556) ; 2N (non-dividing)(389),ploidy,diploid(31761) ; 2(6639) ; Diploid(5109) ; haploid(4950) ; 2n(2598) ; tetraploid(2339) ; 4n(2245) ; Haploid(1331) ; 2x(1191) ; 2N(776) ; 4X(747) ; autohexaploid(693) ; Polyploid(592) ; hexaploid PATO:0001384(556) ; 2N (non-dividing)(389),组装/分箱/MAG,独立键(仅自身),Assembly,否,
230,env package,207799,89.7122,,,environmental package,,,合并→ environmental package,Admin,否,
231,sequence_type,207124,89.7365,numeric,11(20804) ; 19(5431) ; 34(4846) ; 152(3558) ; 245(2805) ; 32(2106) ; Novel(1879) ; 1(1807) ; 13(1403) ; 21(1151) ; 36(958) ; 22(929) ; 121(922) ; 29(912) ; 50(898),sequence_type,,,独立键(仅自身),Sequencing,否,
232,host_life_stage,206243,89.7607,,adult(23363) ; Adult(3076) ; larva(1860) ; nymph(1734) ; infant(1196) ; Weaner(825) ; seedling(739) ; Seedling(707) ; juvenile(649) ; Nymph(568) ; post-weaned(495) ; dead(467) ; gametophyte(461) ; child(459) ; worker(417),host life stage,adult(23363) ; Adult(3076) ; larva(1860) ; nymph(1734) ; infant(1196) ; Weaner(825) ; seedling(739) ; Seedling(707) ; juvenile(649) ; Nymph(568) ; post-weaned(495) ; dead(467) ; gametophyte(461) ; child(459) ; worker(417),,规范键(其他并入它),Host,是,
233,culture_collection,206201,89.785,,"NARSA(241) ; ATCC:HTB-22(142) ; ATCC:CRL-4000(128) ; ATCC:CCL-247(113) ; ATCC:CRL-11268(99) ; ATCC:CRL-1500(48) ; ATCC:CRL-2629(48) ; Robert Koch Institute, Division of Nosocomial Pathogens and Antimicrobial Resistance, Wernigerode, Germany(46) ; ATCC:HTB-133(36) ; ATCC:CRL-2522(33) ; ATCC:CRL-1660(31) ; ATCC:CRL-1573(25) ; UTEX:1230(22) ; ATCC® CCL-229™(21) ; ATCC:19377(21)",culture collection,"NARSA(241) ; ATCC:HTB-22(142) ; ATCC:CRL-4000(128) ; ATCC:CCL-247(113) ; ATCC:CRL-11268(99) ; ATCC:CRL-1500(48) ; ATCC:CRL-2629(48) ; Robert Koch Institute, Division of Nosocomial Pathogens and Antimicrobial Resistance, Wernigerode, Germany(46) ; ATCC:HTB-133(36) ; ATCC:CRL-2522(33) ; ATCC:CRL-1660(31) ; ATCC:CRL-1573(25) ; UTEX:1230(22) ; ATCC® CCL-229™(21) ; ATCC:19377(21)",,规范键(其他并入它),Admin,否,
234,geo loc name,205924,89.8091,,,geographic location,,,合并→ geographic location,Geography,是,
235,derived_from,205520,89.8333,,"Human(1837) ; This BioSample is a metagenomic assembly obtained from the activated sludge metagenome BioSamples: SAMN08389165, SAMN08389166, SAMN08389167, SAMN08389168, SAMN08389169, SAMN08389170, SAMN08389171, SAMN08389172, SAMN08389173, SAMN08389174, SAMN08389175, SAMN08389176, SAMN08389177, SAMN08389178, SAMN08389179, SAMN08389180, SAMN08389181, SAMN08389182, SAMN08389183, SAMN08389184, SAMN08389185, SAMN08389186, SAMN08389187, SAMN08389188, SAMN08389189, SAMN08389190, SAMN08389191, SAMN08389192, SAMN08389193, SAMN08389194, SAMN08389195, SAMN08389196, SAMN08389197, SAMN08389198, SAMN08389199, SAMN08389200, SAMN08389201, SAMN08389202, SAMN08389203, SAMN08389204, SAMN08389205, SAMN08389206, SAMN08389207, SAMN08389208, SAMN08389209, SAMN08389210, SAMN08389211, SAMN08389212, SAMN08389213, SAMN08389214, SAMN08389215, SAMN08389216, SAMN08389217, SAMN08389218, SAMN08389219, SAMN08389220, SAMN08389221, SAMN08389222, SAMN08389223, SAMN08389224, SAMN08389225, SAMN08389226, SAMN08389227, SAMN08389228, SAM N08389229, SAMN08389230, SAMN08389231, SAMN08389232, SAMN08389233, SAMN08389234, SAMN08389235, SAMN08389236, SAMN08389237, SAMN08389238, SAMN08389239, SAMN08389240, SAMN08389241, SAMN08389242, SAMN08389243, SAMN08389244, SAMN08389245, SAMN08389246, SAMN08389247, SAMN08389248, SAMN08389249, SAMN08389250, SAMN08389251, SAMN08389252, SAMN08389253, SAMN08389254, SAMN08389255, SAMN08389256, SAMN08389257, SAMN08389258, SAMN08389259, SAMN08389260, SAMN08389261, and SAMN08389262(920) ; This BioSample is a metagenomic assembly obtained from the gut metagenome BioSamples: SAMN20206759,SAMN20206760,SAMN20206761,SAMN20206762,SAMN20206763,SAMN20206764,SAMN20206765,SAMN20206766,SAMN20206767,SAMN20206768,SAMN20206769,SAMN20206770,SAMN20206771,SAMN20206772,SAMN20206773,SAMN20206774,SAMN20206775,SAMN20206776,SAMN20206777,SAMN20206778,SAMN20206779,SAMN20206780,SAMN20206781,SAMN20206782,SAMN20206783,SAMN20206784,SAMN20206785,SAMN20206786,SAMN20206787,SAMN20206788,SAMN20206789,SAMN20206790,SAMN20206791,SAMN20206792,SAMN20206793,SAMN20206794,SAMN20206795,SAMN20206796,SAMN20206797,SAMN20206798,SAMN20206799,SAMN20206800,SAMN20206801,SAMN20206802(591) ; This BioSample is a metagenomic assembly obtained from the mouse gut metagenome BioSamples: SAMN14144348,SAMN14144349,SAMN14144350,SAMN14144351,SAMN14144352,SAMN14144353,SAMN14144354,SAMN14144355,SAMN14144356,SAMN14144357,SAMN14144358,SAMN14144359,SAMN14144360,SAMN14144361,SAMN14144362,SAMN14144363,SAMN14144364,SAMN14144365(590) ; This BioSample is a metagenomic assembly obtained from the mine drainage metagenome BioSamples: SAMN18898484, SAMN18898485, SAMN18898486, SAMN18898487, SAMN18898488, SAMN18898489, SAMN18898490, SAMN18898491, SAMN18898492, and SAMN18898493(566) ; This BioSample is a metagenomic assembly obtained from the Activated sludge metagenome BioSample:SAMN15648910(557) ; Human blood(556) ; This BioSample is a metagenomic assembly obtained from the human oral metagenome BioSample: SAMN09489426(527) ; This BioSample is a metagenomic assembly obtained from the groundwater metagenome BioSample: SAMN15459600(524) ; This BioSample is a metagenomic assembly obtained from the freshwater metagenome BioSample: SAMN17269717(516) ; This BioSample is a metagenomic assembly obtained from the PNA biofilm metagenome BioSample: SAMN14350132, SAMN14350134, SAMN14350135, SAMN14350144, SAMN14350146, SAMN14350147, SAMN14350154, SAMN14350155, SAMN14350160, SAMN14350166, SAMN14350167, SAMN14350168, SAMN14350177, SAMN14350178, SAMN14350179, SAMN14350189, SAMN14350190 and SAMN14350191.(430) ; PN9(418) ; PN8(418) ; This BioSample is a metagenomic assembly obtained from the bioreactor metagenome BioSamples: SAMN13418212, SAMN13418213, SAMN13418214, SAMN13418245, SAMN13418246, SAMN13418247, SAMN13418248, SAMN13418249, SAMN13418250, SAMN13418251, SAMN13418252, SAMN13418253, SAMN13418254, SAMN15778297, SAMN15778298, SAMN15778299, SAMN15778300, SAMN15778301, SAMN15778302, SAMN15778303, SAMN15778304, SAMN15778305, SAMN15778306, SAMN15778307, SAMN15778308, SAMN15778309, SAMN15778310, SAMN15778311, SAMN15778312, SAMN15778313, SAMN15778314, SAMN15778315, and SAMN15778316(403) ; Blood(401)",derived from,"Human(1837) ; This BioSample is a metagenomic assembly obtained from the activated sludge metagenome BioSamples: SAMN08389165, SAMN08389166, SAMN08389167, SAMN08389168, SAMN08389169, SAMN08389170, SAMN08389171, SAMN08389172, SAMN08389173, SAMN08389174, SAMN08389175, SAMN08389176, SAMN08389177, SAMN08389178, SAMN08389179, SAMN08389180, SAMN08389181, SAMN08389182, SAMN08389183, SAMN08389184, SAMN08389185, SAMN08389186, SAMN08389187, SAMN08389188, SAMN08389189, SAMN08389190, SAMN08389191, SAMN08389192, SAMN08389193, SAMN08389194, SAMN08389195, SAMN08389196, SAMN08389197, SAMN08389198, SAMN08389199, SAMN08389200, SAMN08389201, SAMN08389202, SAMN08389203, SAMN08389204, SAMN08389205, SAMN08389206, SAMN08389207, SAMN08389208, SAMN08389209, SAMN08389210, SAMN08389211, SAMN08389212, SAMN08389213, SAMN08389214, SAMN08389215, SAMN08389216, SAMN08389217, SAMN08389218, SAMN08389219, SAMN08389220, SAMN08389221, SAMN08389222, SAMN08389223, SAMN08389224, SAMN08389225, SAMN08389226, SAMN08389227, SAMN08389228, SAM N08389229, SAMN08389230, SAMN08389231, SAMN08389232, SAMN08389233, SAMN08389234, SAMN08389235, SAMN08389236, SAMN08389237, SAMN08389238, SAMN08389239, SAMN08389240, SAMN08389241, SAMN08389242, SAMN08389243, SAMN08389244, SAMN08389245, SAMN08389246, SAMN08389247, SAMN08389248, SAMN08389249, SAMN08389250, SAMN08389251, SAMN08389252, SAMN08389253, SAMN08389254, SAMN08389255, SAMN08389256, SAMN08389257, SAMN08389258, SAMN08389259, SAMN08389260, SAMN08389261, and SAMN08389262(920) ; This BioSample is a metagenomic assembly obtained from the gut metagenome BioSamples: SAMN20206759,SAMN20206760,SAMN20206761,SAMN20206762,SAMN20206763,SAMN20206764,SAMN20206765,SAMN20206766,SAMN20206767,SAMN20206768,SAMN20206769,SAMN20206770,SAMN20206771,SAMN20206772,SAMN20206773,SAMN20206774,SAMN20206775,SAMN20206776,SAMN20206777,SAMN20206778,SAMN20206779,SAMN20206780,SAMN20206781,SAMN20206782,SAMN20206783,SAMN20206784,SAMN20206785,SAMN20206786,SAMN20206787,SAMN20206788,SAMN20206789,SAMN20206790,SAMN20206791,SAMN20206792,SAMN20206793,SAMN20206794,SAMN20206795,SAMN20206796,SAMN20206797,SAMN20206798,SAMN20206799,SAMN20206800,SAMN20206801,SAMN20206802(591) ; This BioSample is a metagenomic assembly obtained from the mouse gut metagenome BioSamples: SAMN14144348,SAMN14144349,SAMN14144350,SAMN14144351,SAMN14144352,SAMN14144353,SAMN14144354,SAMN14144355,SAMN14144356,SAMN14144357,SAMN14144358,SAMN14144359,SAMN14144360,SAMN14144361,SAMN14144362,SAMN14144363,SAMN14144364,SAMN14144365(590) ; This BioSample is a metagenomic assembly obtained from the mine drainage metagenome BioSamples: SAMN18898484, SAMN18898485, SAMN18898486, SAMN18898487, SAMN18898488, SAMN18898489, SAMN18898490, SAMN18898491, SAMN18898492, and SAMN18898493(566) ; This BioSample is a metagenomic assembly obtained from the Activated sludge metagenome BioSample:SAMN15648910(557) ; Human blood(556) ; This BioSample is a metagenomic assembly obtained from the human oral metagenome BioSample: SAMN09489426(527) ; This BioSample is a metagenomic assembly obtained from the groundwater metagenome BioSample: SAMN15459600(524) ; This BioSample is a metagenomic assembly obtained from the freshwater metagenome BioSample: SAMN17269717(516) ; This BioSample is a metagenomic assembly obtained from the PNA biofilm metagenome BioSample: SAMN14350132, SAMN14350134, SAMN14350135, SAMN14350144, SAMN14350146, SAMN14350147, SAMN14350154, SAMN14350155, SAMN14350160, SAMN14350166, SAMN14350167, SAMN14350168, SAMN14350177, SAMN14350178, SAMN14350179, SAMN14350189, SAMN14350190 and SAMN14350191.(430) ; PN9(418) ; PN8(418) ; This BioSample is a metagenomic assembly obtained from the bioreactor metagenome BioSamples: SAMN13418212, SAMN13418213, SAMN13418214, SAMN13418245, SAMN13418246, SAMN13418247, SAMN13418248, SAMN13418249, SAMN13418250, SAMN13418251, SAMN13418252, SAMN13418253, SAMN13418254, SAMN15778297, SAMN15778298, SAMN15778299, SAMN15778300, SAMN15778301, SAMN15778302, SAMN15778303, SAMN15778304, SAMN15778305, SAMN15778306, SAMN15778307, SAMN15778308, SAMN15778309, SAMN15778310, SAMN15778311, SAMN15778312, SAMN15778313, SAMN15778314, SAMN15778315, and SAMN15778316(403) ; Blood(401)",,规范键(其他并入它),Sample,是,
236,chip antibody,204801,89.8573,freetext/high-card,"H3K4me3, Millipore 04-745, lot:3243412, H3K27me3,millipore 07-449, #3146226(6993) ; H3K27ac(4728) ; H3K36me3, Active motif, Cat. 61101(3273) ; H3K27ac, Abcam, ab4729, Lot: GR3205526-1(2980) ; H3K27ac, Abcam, ab4729, Lot: GR3211959-1(2165) ; none (input)(1664) ; H3K4me3(1635) ; H3K27me3(1363) ; RNA PolII, abcam, ab5408, Lot:GR205997-15(852) ; input(828) ; H3K4me1(804) ; H3K27ac (Abcam, ab4729)(707) ; Input(539) ; ERG(471) ; H3K27Ac(412)",chip antibody,,,独立键(仅自身),Sequencing,否,
237,purpose_of_ww_sampling,201832,89.881,,,purpose of wastewater sampling,,,合并→ purpose of wastewater sampling,Sequencing,否,
238,specimen_id,201544,89.9047,freetext/high-card,KDTOL00125(7) ; KDTOL00126(7) ; KDTOL00127(7) ; UDUK0000079(6) ; NHMUK_20200309_3(5) ; NHMUK_20200309_1(5) ; KDTOL00124(5) ; BW1-3(4) ; spalax_976(4) ; spalax_600(4) ; mouse_512(4) ; mouse_1023(4) ; mouse_1019(4) ; spalax_2230(4) ; spalax_2240(4),specimen_id,,,独立键(仅自身),Admin,否,
239,potential_contaminant,201410,89.9284,freetext/high-card,None detected(84115) ; not_checked(7800) ; Shigella flexneri K-218(525) ; Listeria monocytogenes FSL F2-515(457) ; Shigella sonnei Ss046 uid58217(396) ; Morganella morganii subsp. morganii KT(221) ; Shigella flexneri 2a 301 uid62907(174) ; Listeria monocytogenes J1 220 uid179735(162) ; Shigella flexneri 2002017 uid159233(134) ; Campylobacter jejuni NCTC 11168 BN148 uid174152(117) ; Salmonella enterica subsp II salamae(113) ; Escherichia coli clone D i2 uid162047(91) ; Escherichia coli K 12 substr W3110 uid161931(77) ; Listeria monocytogenes FSL N1-017(72) ; Escherichia coli SE15 uid161939(69),potential_contaminant,,,独立键(仅自身),Sequencing,否,
240,target gene,200865,89.9519,freetext/high-card,16S rRNA(19806) ; 16S(9847) ; 18S(7749) ; 16S rRNA gene(4708) ; ITS(4409) ; 16s rRNA(2585) ; 18S_rRNA(2435) ; V4(2197) ; SSU rRNA(1927) ; 18S rRNA(1734) ; 16S rDNA(1477) ; ITS rRNA(1293) ; ITS1(1122) ; ITS2(1033) ; 16s(884),target gene,,,独立键(仅自身),Sequencing,否,
241,sample_id,199686,89.9754,freetext/high-card,1(64) ; 2(62) ; 3(62) ; 11(58) ; 4(57) ; 10(57) ; 12(57) ; 5(56) ; 6(56) ; 13(56) ; 14(55) ; 15(55) ; 16(55) ; 17(53) ; 20(53),sample_id,,,独立键(仅自身),Admin,否,
242,host_genotype,194417,89.9982,,C57BL/6J(2647) ; C57BL/6(2340) ; WT(2022) ; Balb/c(1392) ; C57BL/6N(1225) ; C57Bl/6J(1207) ; Gnotobiotic C57BL/6(1114) ; wild-type(763) ; Large White x Landrace(734) ; Col-0(687) ; wildtype(459) ; Wild-type(444) ; BKS.Cg-Dock7m +/+ Leprdb/J(432) ; IL10KO(412) ; Ross 708(409),host genotype,C57BL/6J(2647) ; C57BL/6(2340) ; WT(2022) ; Balb/c(1392) ; C57BL/6N(1225) ; C57Bl/6J(1207) ; Gnotobiotic C57BL/6(1114) ; wild-type(763) ; Large White x Landrace(734) ; Col-0(687) ; wildtype(459) ; Wild-type(444) ; BKS.Cg-Dock7m +/+ Leprdb/J(432) ; IL10KO(412) ; Ross 708(409),,规范键(其他并入它),Host,是,
243,disease_stage,193206,90.0209,,30w(3826) ; baseline(3824) ; 12w(1350) ; IIa-IIIb(1295) ; 72 hours post infection(1196) ; IV(1014) ; before inoculation(979) ; primary(837) ; Diagnosis(696) ; 20w(672) ; CWD-free(631) ; II(538) ; Asymptomatic(509) ; I(485) ; 2w(482),disease stage,30w(3826) ; baseline(3824) ; 12w(1350) ; IIa-IIIb(1295) ; 72 hours post infection(1196) ; IV(1014) ; before inoculation(979) ; primary(837) ; Diagnosis(696) ; 20w(672) ; CWD-free(631) ; II(538) ; Asymptomatic(509) ; I(485) ; 2w(482),,规范键(其他并入它),Host,是,
